,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
640,慕绥新,男,汉族,01/10/1943,陕西省,榆林市,吴堡县,本科,01/12/1978,立案查处,,是,贪污腐败,,否,22/03/2001,中纪委,是,受贿罪、巨额财产来源不明罪,受贿人民币661.4万元、巨额财产来源不明人民币269．5万元,10/10/2001,辽宁省,大连市,死缓,否,,
641,罗志军,男,汉族,01/11/1951,辽宁省,朝阳市,凌源县,硕士,01/04/1969,在职,,,,,,,,,,,,,,,,,
642,蒋宏坤,男,汉族,01/01/1954,江苏省,苏州市,张家港县,硕士,01/06/1976,在职,,,,,,,,,,,,,,,,,
643,季建业,男,汉族,01/01/1957,江苏省,苏州市,,博士,01/03/1975,立案查处,,是,贪污腐败,,否,17/10/2013,中纪委,是,受贿罪,受贿人民币1132万元,07/04/2015,山东省,烟台市,15年有期徒刑,否,,
644,朱善璐,男,汉族,01/11/1953,辽宁省,沈阳市,,本科,01/07/1978,在职,,,,,,,,,,,,,,,,,
645,杨卫泽,男,汉族,01/08/1962,江苏省,常州市,,硕士,01/04/1988,立案查处,,是,贪污腐败,,否,04/01/2015,中纪委,是,受贿罪,人民币1643万元,03/08/2016,浙江省,宁波市,12.5年有期徒刑,否,,
646,罗一民,男,汉族,01/02/1954,江苏省,淮安市,涟水县,硕士,01/12/1976,在职,,,,,,,,,,,,,,,,,
647,丁大卫,男,汉族,01/12/1955,江苏省,无锡市,,硕士,01/09/1977,在职,,,,,,,,,,,,,,,,,
648,张国华(江苏省),男,汉族,01/11/1964,江苏省,苏州市,,本科,01/06/1985,在职,,,,,,,,,,,,,,,,,
649,于广洲,男,汉族,01/07/1953,江苏省,盐城市,阜宁县,硕士,01/05/1975,在职,,,,,,,,,,,,,,,,,
650,潘永和,男,汉族,01/11/1951,江苏省,常州市,溧阳县,硕士,01/05/1981,退休,,,,,,,,,,,,,,,,,
651,李福全,男,汉族,01/06/1949,湖北省,武汉市,汉川县,硕士,01/11/1971,退休,,,,,,,,,,,,,,,,,
652,曹新平,男,汉族,01/01/1956,浙江省,宁波市,,硕士,01/05/1984,在职,,,,,,,,,,,,,,,,,
653,张敬华,男,汉族,01/06/1963,江苏省,泰州市,姜堰区,本科,01/06/1985,在职,,,,,,,,,,,,,,,,,
654,朱民,男,汉族,01/09/1963,江苏省,苏州市,昆山市,硕士,01/06/1987,在职,,,,,,,,,,,,,,,,,
655,何权,男,汉族,01/12/1952,江苏省,扬州市,宝应县,硕士,01/04/1972,在职,,,,,,,,,,,,,,,,,
656,徐鸣(江苏省),男,汉族,01/05/1956,江苏省,无锡市,,硕士,01/04/1977,在职,,,,,,,,,,,,,,,,,
657,周乃翔,男,汉族,01/12/1961,江苏省,无锡市,宜兴市,硕士,01/12/1987,在职,,,,,,,,,,,,,,,,,
658,阎立,男,汉族,01/03/1961,辽宁省,本溪市,,博士,01/06/1987,在职,,,,,,,,,,,,,,,,,
659,王荣,男,汉族,01/04/1958,江苏省,盐城市,滨海县,博士,01/10/1976,在职,,,,,,,,,,,,,,,,,
660,姚晓东,男,汉族,01/04/1962,江苏省,镇江市,,博士,01/03/1986,在职,,,,,,,,,,,,,,,,,
661,王伟成,男,汉族,01/08/1951,江苏省,无锡市,江阴市,专科,01/06/1975,退休,,,,,,,,,,,,,,,,,
662,徐建明,男,汉族,01/07/1955,江苏省,苏州市,太仓县,硕士,01/04/1977,死亡,,,,,,,,,,,,,,,,,
663,范燕青,男,汉族,01/06/1955,江苏省,无锡市,,硕士,01/06/1980,在职,,,,,,,,,,,,,,,,,
664,李全林,男,汉族,01/07/1949,江苏省,苏州市,,硕士,01/07/1978,退休,,,,,,,,,,,,,,,,,
665,陈震宁,男,汉族,01/11/1958,江苏省,盐城市,阜宁县,硕士,01/07/1978,在职,,,,,,,,,,,,,,,,,
666,刘永忠,男,汉族,01/01/1957,江苏省,镇江市,丹阳县,硕士,01/11/1976,在职,,,,,,,,,,,,,,,,,
667,徐一平,男,汉族,01/10/1960,江苏省,无锡市,,硕士,01/12/1984,在职,,,,,,,,,,,,,,,,,
668,杨省世,男,汉族,01/01/1965,陕西省,西安市,,博士,01/01/1985,在职,,,,,,,,,,,,,,,,,
669,赵晓江,男,汉族,01/05/1966,新疆维吾尔自治区,乌鲁木齐市,,博士,01/11/1988,在职,,,,,,,,,,,,,,,,,
670,王国生,男,汉族,01/01/1956,山东省,聊城市,东阿县,硕士,01/06/1975,在职,,,,,,,,,,,,,,,,,
671,王建华,男,汉族,01/07/1952,山东省,烟台市,莱阳县,硕士,,在职,,,,,,,,,,,,,,,,,
672,李强(江苏省),男,汉族,01/11/1955,江苏省,宿迁市,沭阳县,硕士,01/08/1975,立案查处,,,贪污腐败,,否,17/09/2014,江苏省纪委,是,受贿罪,,,,,,,,
673,李继平,男,汉族,01/02/1956,江苏省,南京市,江浦区,硕士,,在职,,,,,,,,,,,,,,,,,
674,樊金龙,男,汉族,01/11/1963,江苏省,苏州市,太仓县,硕士,01/12/1983,在职,,,,,,,,,,,,,,,,,
675,高雪坤,男,汉族,01/07/1955,江苏省,苏州市,昆山市,专科,01/06/1977,在职,,,,,,,,,,,,,,,,,
676,曲福田,男,汉族,01/08/1962,山东省,烟台市,莱州市,博士,01/12/1988,在职,,,,,,,,,,,,,,,,,
677,丁解民,男,汉族,01/10/1951,江苏省,泰州市,靖江县,硕士,01/08/1972,退休,,,,,,,,,,,,,,,,,
678,陶培荣,男,汉族,01/01/1950,江苏省,盐城市,大丰县,硕士,,退休,,,,,,,,,,,,,,,,,
679,赵鹏,男,汉族,01/08/1955,江苏省,淮安市,洪泽县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
680,魏国强,男,汉族,01/11/1964,江苏省,镇江市,丹阳县,硕士,01/05/1990,在职,,,,,,,,,,,,,,,,,
681,张九汉,男,汉族,01/01/1950,江苏省,扬州市,江都县,硕士,01/03/1972,退休,,,,,,,,,,,,,,,,,
682,朱克江,男,汉族,01/09/1957,江苏省,淮安市,沭阳县,博士,01/06/1976,在职,,,,,,,,,,,,,,,,,
683,朱民阳,男,汉族,01/11/1956,江苏省,宿迁市,,硕士,01/03/1978,在职,,,,,,,,,,,,,,,,,
684,谢正义,男,汉族,01/08/1968,江苏省,泰州市,泰兴县,博士,01/12/1990,在职,,,,,,,,,,,,,,,,,
685,王燕文,女,汉族,01/04/1960,山东省,莱芜市,,本科,01/05/1980,在职,,,,,,,,,,,,,,,,,
686,苏泽群,男,汉族,01/01/1953,广东省,中山市,,博士,01/02/1975,退休,,,,,,,,,,,,,,,,,
687,孙志军,男,汉族,01/08/1957,山东省,烟台市,莱州市,硕士,01/09/1975,在职,,,,,,,,,,,,,,,,,
688,吴冬华,男,汉族,01/12/1945,江苏省,泰州市,兴化县,本科,01/04/1973,退休,,,,,,,,,,,,,,,,,
689,张卫国,男,汉族,01/11/1953,江苏省,常州市,武进县,博士,01/06/1975,在职,,,,,,,,,,,,,,,,,
690,史和平,男,汉族,01/02/1955,江苏省,常州市,,硕士,01/12/1974,在职,,,,,,,,,,,,,,,,,
691,许津荣,女,汉族,01/02/1956,河北省,廊坊市,,硕士,01/04/1979,在职,,,,,,,,,,,,,,,,,
692,刘捍东,男,汉族,01/08/1959,安徽省,六安市,舒城县,硕士,01/12/1984,在职,,,,,,,,,,,,,,,,,
693,朱晓明,女,汉族,01/10/1960,江苏省,镇江市,,硕士,01/06/1992,在职,,,,,,,,,,,,,,,,,
694,毛伟明,男,汉族,01/05/1961,浙江省,衢州市,,本科,01/09/1985,在职,,,,,,,,,,,,,,,,,
695,姚建华,男,汉族,01/01/1954,江苏省,无锡市,,本科,01/04/1975,在职,,,,,,,,,,,,,,,,,
696,徐郭平,男,汉族,01/01/1962,江苏省,泰州市,泰兴县,博士,01/06/1986,在职,,,,,,,,,,,,,,,,,
697,朱龙生,男,汉族,01/01/1951,江苏省,南京市,,硕士,01/01/1972,退休,,,,,,,,,,,,,,,,,
698,张雷,男,汉族,01/07/1961,江苏省,淮安市,,本科,01/04/1985,在职,,,,,,,,,,,,,,,,,
699,仇和,男,汉族,01/01/1957,江苏省,盐城市,滨海县,本科,01/08/1977,立案查处,,是,贪污腐败,,否,15/03/2015,中纪委,是,受贿罪,人民币2433万元,25/08/2016,贵州省,贵阳市,14.5年有期徒刑,否,,
700,张新实,男,汉族,01/07/1951,江苏省,南京市,,本科,01/06/1975,退休,,,,,,,,,,,,,,,,,
701,缪瑞林,男,汉族,01/11/1964,江苏省,南通市,如东县,博士,01/03/1984,在职,,,,,,,,,,,,,,,,,
702,蓝绍敏,男,汉族,01/01/1964,广东省,梅州市,大埔县,博士,01/03/1984,在职,,,,,,,,,,,,,,,,,
703,毛小平,男,汉族,01/07/1957,江苏省,常州市,武进县,本科,01/12/1981,立案查处,,是,贪污腐败,,否,01/04/2012,江苏省纪委,是,,,,,,,,,
704,汪泉,男,汉族,01/07/1960,安徽省,黄山市,黟县,硕士,01/04/1988,在职,,,,,,,,,,,,,,,,,
705,蒋定之,男,汉族,01/09/1954,江苏省,常州市,溧阳县,硕士,01/07/1978,在职,,,,,,,,,,,,,,,,,
706,黄莉新,女,汉族,01/08/1962,江苏省,宿迁市,,硕士,01/06/1983,在职,,,,,,,,,,,,,,,,,
707,梁保华,男,汉族,01/11/1945,江西省,宜春市,,本科,01/11/1965,退休,,,,,,,,,,,,,,,,,
708,李学勇,男,汉族,01/09/1950,河北省,石家庄市,,本科,01/03/1974,在职,,,,,,,,,,,,,,,,,
709,许仲林,男,汉族,01/12/1943,江苏省,常州市,武进区,专科,01/11/1964,退休,,,,,,,,,,,,,,,,,
710,王寿亭,男,汉族,01/11/1943,山东省,青岛市,平度县,硕士,01/12/1965,退休,,,,,,,,,,,,,,,,,
711,任彦申,男,汉族,01/12/1945,河北省,邢台市,隆尧县,硕士,01/05/1973,退休,,,,,,,,,,,,,,,,,
712,张连珍,女,汉族,01/04/1951,江苏省,盐城市,建湖县,硕士,01/06/1973,在职,,,,,,,,,,,,,,,,,
713,冯敏刚,男,汉族,01/08/1946,河北省,廊坊市,,硕士,01/03/1978,退休,,,,,,,,,,,,,,,,,
714,石泰峰,男,汉族,01/09/1956,山西省,晋中市,榆社县,硕士,01/06/1982,在职,,,,,,,,,,,,,,,,,
715,徐国健,男,汉族,01/11/1944,江苏省,盐城市,,不详,,立案查处,,是,贪污腐败,,否,03/06/2004,中纪委,是,受贿罪,人民币641万元,19/01/2006,福建省,厦门市,死缓,否,,
716,杨新力,男,汉族,01/12/1953,河北省,邢台市,,硕士,01/07/1974,在职,,,,,,,,,,,,,,,,,
717,孙安华,男,汉族,01/03/1945,安徽省,合肥市,长丰县,硕士,01/07/1978,退休,,,,,,,,,,,,,,,,,
718,弘强,女,汉族,01/11/1953,河北省,石家庄市,行唐县,本科,01/12/1975,在职,,,,,,,,,,,,,,,,,
719,林祥国,男,汉族,01/08/1950,江苏省,连云港市,,本科,01/02/1971,退休,,,,,,,,,,,,,,,,,
720,李小敏,男,汉族,01/05/1959,山东省,烟台市,莱阳市,博士,01/11/1982,在职,,,,,,,,,,,,,,,,,
721,李云峰,男,汉族,01/03/1957,江苏省,扬州市,,硕士,01/07/1981,立案查处,,是,贪污腐败,,否,30/05/2016,中纪委,是,,,,,,,,,
722,赵少麟,男,汉族,01/10/1946,山西省,忻州市,原平县,本科,01/04/1973,立案查处,,是,贪污腐败,,否,11/10/2014,中纪委,是,行贿罪、骗购外汇罪,人民币444万元、美元4170万元,27/12/2016,浙江省,宁波市,4年有期徒刑,否,,
723,蒋文郁,男,汉族,01/04/1942,江苏省,无锡市,,不详,01/08/1964,退休,,,,,,,,,,,,,,,,,
724,陈一远,男,汉族,01/01/1949,山西省,大同市,,不详,01/07/1969,退休,,,,,,,,,,,,,,,,,
725,吴齐,男,汉族,01/01/1949,山东省,烟台市,蓬莱县,专科,01/09/1971,退休,,,,,,,,,,,,,,,,,
726,李笃信,男,汉族,01/09/1954,山东省,济南市,章丘市,本科,01/04/1974,退休,,,,,,,,,,,,,,,,,
727,夏鸣,男,汉族,01/03/1954,江苏省,泰州市,,本科,01/07/1985,在职,,,,,,,,,,,,,,,,,
728,张桂生,男,,,,,,不详,,退休,,,,,,,,,,,,,,,,,
729,杜宇新,男,汉族,01/12/1953,黑龙江省,牡丹江市,,硕士,01/08/1976,在职,,,,,,,,,,,,,,,,,
730,盖如垠,男,汉族,01/03/1953,辽宁省,丹东市,东港市,硕士,01/06/1973,立案查处,,是,贪污腐败,,否,08/12/2015,中纪委,是,受贿罪,人民币2303万元,12/01/2017,天津市,南开区,14年有期徒刑,否,,
731,曹广亮,男,汉族,01/09/1944,山东省,济南市,章丘市,专科,01/01/1974,退休,,,,,,,,,,,,,,,,,
732,王宗璋,男,汉族,01/11/1943,辽宁省,营口市,,本科,01/10/1965,退休,,,,,,,,,,,,,,,,,
733,石忠信,男,汉族,01/06/1947,吉林省,吉林市,,硕士,01/06/1973,退休,,,,,,,,,,,,,,,,,
734,张效廉,男,汉族,01/04/1964,山东省,济宁市,梁山,硕士,01/01/1985,在职,,,,,,,,,,,,,,,,,
735,林铎,男,汉族,01/03/1956,山东省,菏泽市,,硕士,01/10/1975,在职,,,,,,,,,,,,,,,,,
736,范广举,男,汉族,01/02/1946,河北省,沧州市,任丘,本科,01/10/1979,降/辞/撤职,,否,,,否,01/10/2004,,否,,,,,,,,,
737,杨信,男,汉族,01/05/1950,黑龙江省,绥化市,,硕士,01/09/1969,立案查处,,是,贪污腐败,,否,25/09/2014,黑龙江省纪委,是,,,,,,,,,
738,郝会龙,男,汉族,01/11/1962,甘肃省,定西市,临洮,本科,01/11/1982,在职,,,,,,,,,,,,,,,,,
739,林秀山,男,汉族,01/02/1954,黑龙江省,哈尔滨市,呼兰,硕士,01/06/1974,降/辞/撤职,,,违纪,,否,20/11/2013,中纪委,否,,,,,,,,,
740,刘刚,男,回族,01/04/1957,吉林省,辽源市,东丰县,本科,01/10/1981,在职,,,,,,,,,,,,,,,,,
741,韩冬炎,男,汉族,01/04/1963,黑龙江省,绥化市,庆安县,硕士,01/12/1984,在职,,,,,,,,,,,,,,,,,
742,丁乃今,男,汉族,01/05/1953,山东省,烟台市,蓬莱,硕士,,立案查处,,是,贪污腐败,,否,01/04/2004,中纪委,是,受贿罪、行贿罪、巨额财产来源不明罪、非法持有枪支罪,受贿人民币620万元、巨额财产来源不明人民币195.64万余元、美元842615元、港币8140元、欧元11300元、法国法郎100元、德国马克100元、芬兰马克270元、比利时法郎600元,25/01/2006,黑龙江省,哈尔滨市,死刑,是,,维持原判
743,吴炜,男,满族,01/06/1952,黑龙江省,哈尔滨市,五常市,本科,,退休,,,,,,,,,,,,,,,,,
744,王兆力,男,汉族,01/12/1962,黑龙江省,哈尔滨市,双城市,硕士,01/07/1984,在职,,,,,,,,,,,,,,,,,
745,邱玉泉,男,汉族,01/11/1953,山东省,潍坊市,诸城市,本科,01/06/1978,退休,,,,,,,,,,,,,,,,,
746,朱德义,男,汉族,01/12/1963,黑龙江省,伊春市,铁力市,硕士,01/03/1986,降/辞/撤职,,否,违纪,留党观察1年,否,01/04/2013,黑龙江省纪委,否,,,,,,,,,
747,许兆君,男,汉族,01/09/1955,黑龙江省,哈尔滨市,双城市,博士,01/12/1978,立案查处,,是,贪污腐败,,否,17/08/2014,黑龙江省纪委,是,受贿罪、巨额财产来源不明罪,,24/09/2015,黑龙江省,绥化市,,,,
748,张兴福,男,汉族,01/09/1955,河南省,郑州市,密县,硕士,01/12/1981,退休,,,,,,,,,,,,,,,,,
749,付会廷,男,汉族,01/10/1947,辽宁省,抚顺市,新宾,本科,01/07/1974,降/辞/撤职,,否,,,是,01/10/2004,,,,,,,,,,,
750,刘国中,男,汉族,01/07/1962,黑龙江省,绥化市,望奎县,硕士,01/11/1986,在职,,,,,,,,,,,,,,,,,
751,朱清文,男,汉族,01/07/1956,黑龙江省,哈尔滨市,宾县,硕士,01/05/1974,在职,,,,,,,,,,,,,,,,,
752,杜吉明,男,汉族,01/07/1955,黑龙江省,鸡西市,鸡东县,硕士,01/12/1976,在职,,,,,,,,,,,,,,,,,
753,湛胜田,男,汉族,01/06/1954,黑龙江省,伊春市,铁力市,本科,01/06/1972,退休,,,,,,,,,,,,,,,,,
754,王晓明,男,汉族,01/04/1952,黑龙江省,哈尔滨市,呼兰,本科,01/08/1971,退休,,,,,,,,,,,,,,,,,
755,胡祥鼎,男,汉族,01/04/1945,,,,本科,,退休,,,,,,,,,,,,,,,,,
756,武凤呈,男,汉族,01/01/1958,黑龙江省,双鸭山市,宝清县,硕士,01/08/1985,在职,,,,,,,,,,,,,,,,,
757,滕喜魁,男,汉族,01/03/1952,黑龙江省,绥化市,,硕士,01/03/1974,退休,,,,,,,,,,,,,,,,,
758,李显刚,男,汉族,01/02/1963,湖北省,孝感市,汉川市,硕士,29/12/1984,在职,,,,,,,,,,,,,,,,,
759,王志斌,男,汉族,,,,,,,降/辞/撤职,,否,,,否,01/10/2004,,否,,,,,,,,,
760,刘海生（黑）,男,汉族,01/05/1947,黑龙江省,牡丹江市,宁安,专科,01/08/1966,退休,,,,,,,,,,,,,,,,,
761,韩学键,男,汉族,01/11/1961,黑龙江省,绥化市,兰西县,硕士,01/12/1985,立案查处,,是,贪污腐败,,否,22/12/2014,中纪委,是,,,,,,,,,
762,吴杰凯,男,满族,,,,,,01/01/1971,降/辞/撤职,,否,,,否,01/10/2004,,否,,,,,,,,,
763,夏立华,女,汉族,01/06/1960,黑龙江省,双鸭山市,,硕士,01/11/1984,在职,,,,,,,,,,,,,,,,,
764,杨喜军,男,汉族,01/04/1954,山东省,日照市,莒县,本科,01/09/1976,退休,,,,,,,,,,,,,,,,,
765,王爱文,男,汉族,01/10/1962,河北省,保定市,康保县,硕士,01/10/1985,在职,,,,,,,,,,,,,,,,,
766,王利民,男,汉族,01/08/1949,内蒙古自治区,赤峰市,宁城县,专科,01/12/1972,退休,,,,,,,,,,,,,,,,,
767,李延芝,女,汉族,01/01/1950,辽宁省,营口市,盖州,本科,01/12/1974,退休,,,,,,,,,,,,,,,,,
768,董绍林,男,汉族,01/10/1953,黑龙江省,哈尔滨市,方正县,本科,01/07/1977,降/辞/撤职,,否,,,是,01/10/2004,,否,,,,,,,,,
769,高环,女,汉族,01/01/1965,黑龙江省,齐齐哈尔市,讷河市,博士,01/03/1985,在职,,,,,,,,,,,,,,,,,
770,邓华,男,汉族,,,,,,,降/辞/撤职,,否,,,是,01/10/2004,,否,,,,,,,,,
771,孙喆,男,汉族,01/10/1963,山东省,烟台市,龙口市,博士,01/03/1984,在职,,,,,,,,,,,,,,,,,
772,李海涛,男,汉族,01/09/1963,黑龙江省,哈尔滨市,巴彦县,硕士,01/02/1989,在职,,,,,,,,,,,,,,,,,
773,孙启文,男,汉族,01/08/1954,黑龙江省,佳木斯市,富锦市,专科,01/02/1974,退休,,,,,,,,,,,,,,,,,
774,王国学,男,汉族,01/07/1944,黑龙江省,大庆市,肇州县,专科,,退休,,,,,,,,,,,,,,,,,
775,郭晓华,男,汉族,01/08/1952,山东省,聊城市,莘县,硕士,01/08/1974,退休,,,,,,,,,,,,,,,,,
776,高志杰,男,汉族,01/01/1956,山东省,莱芜市,,硕士,01/06/1974,在职,,,,,,,,,,,,,,,,,
777,宋长生,男,汉族,01/05/1949,山东省,德州市,平原县,博士,01/03/1971,退休,,,,,,,,,,,,,,,,,
778,张宪军,男,汉族,01/03/1956,辽宁省,铁岭市,昌图县,硕士,01/11/1983,在职,,,,,,,,,,,,,,,,,
779,孙升昌,男,满族,01/05/1956,,,,专科,01/07/1974,立案查处,,是,贪污腐败,,否,01/05/2007,黑龙江省纪委,是,受贿罪,,,,,13年有期徒刑,否,,
780,曲志深,男,汉族,01/12/1963,山东省,烟台市,莱州市,本科,01/06/1985,在职,,,,,,,,,,,,,,,,,
781,郭新双,男,汉族,01/11/1963,河南省,南阳市,新野县,博士,01/01/1994,在职,,,,,,,,,,,,,,,,,
782,张弛,男,汉族,01/05/1948,,,,硕士,01/07/1971,退休,,,,,,,,,,,,,,,,,
783,陆兵(河北省),男,汉族,01/05/1957,河北省,秦皇岛市,卢龙县,硕士,01/12/1986,在职,,,,,,,,,,,,,,,,,
784,林宽海,男,汉族,01/10/1965,江苏省,扬州市,高邮市,硕士,01/06/1991,在职,,,,,,,,,,,,,,,,,
785,李耀新,男,汉族,01/06/1960,浙江省,宁波市,,博士,01/12/1983,立案查处,,是,贪污腐败,,否,08/09/2016,上海市纪委,是,受贿罪,人民币1320万元,09/06/2017,上海市,静安区,,,,
786,张秋阳,男,汉族,01/09/1954,河北省,石家庄市,无极县,硕士,01/07/1971,在职,,,,,,,,,,,,,,,,,
787,马晓林,男,汉族,01/10/1958,黑龙江省,绥化市,海伦市,硕士,01/09/1976,在职,,,,,,,,,,,,,,,,,
788,徐广国,男,汉族,01/02/1964,黑龙江省,大庆市,杜尔伯特蒙古自治县,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
789,张晶川,男,汉族,01/02/1964,黑龙江省,绥化市,青冈,硕士,01/08/1985,立案查处,,是,贪污腐败,,否,18/11/2016,黑龙江省纪委,,,,,,,,,,
790,于晓东,男,,,,,,,,退休,,,,,,,,,,,,,,,,,
791,赵学礼,男,汉族,01/06/1954,山东省,临沂市,沂水县,硕士,01/09/1976,退休,,,,,,,,,,,,,,,,,
792,张恩亮,男,满族,01/01/1970,黑龙江省,绥化市,望奎县,硕士,01/11/1998,在职,,,,,,,,,,,,,,,,,
793,张永刚,男,汉族,01/05/1952,山东省,潍坊市,昌邑县,专科,01/01/1978,退休,,,,,,,,,,,,,,,,,
794,王慎义,男,,,,,,,01/06/1971,立案查处,,是,贪污腐败,,否,,黑龙江省纪委,是,受贿罪,人民币188.9万元,23/03/2005,北京市,,15年有期徒刑,否,,
795,于莎燕,女,汉族,01/11/1955,山东省,潍坊市,临朐县,本科,01/12/1982,在职,,,,,,,,,,,,,,,,,
796,肖建春,男,汉族,01/01/1957,黑龙江省,哈尔滨市,宾县,专科,01/08/1978,在职,,,,,,,,,,,,,,,,,
797,胡世英,男,汉族,01/12/1954,,,,本科,01/01/1976,退休,,,,,,,,,,,,,,,,,
798,马德,男,汉族,,,,,,01/12/1970,立案查处,,是,贪污腐败,,否,01/04/2002,黑龙江省委，根据中纪委指示,是,受贿罪,人民币603万元,23/03/2005,北京市,,死缓,否,,
799,王忠林,男,汉族,01/03/1956,河北省,唐山市,迁西县,硕士,01/11/1982,在职,,,,,,,,,,,,,,,,,
800,宋希斌,男,汉族,01/04/1963,山东省,烟台市,蓬莱市,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
801,杨东奇,男,汉族,01/09/1962,山东省,烟台市,蓬莱市,博士,01/12/1984,在职,,,,,,,,,,,,,,,,,
802,单增庆,男,汉族,01/10/1960,山东省,威海市,乳山县,硕士,01/11/1982,立案查处,,,贪污腐败,,否,27/08/2014,黑龙江省纪委,,,,,,,,,,
803,赵克非,男,汉族,01/06/1956,黑龙江省,哈尔滨市,阿城区,硕士,01/12/1976,在职,,,,,,,,,,,,,,,,,
804,孙尧,男,汉族,01/11/1963,天津市,,,博士,01/06/1985,在职,,,,,,,,,,,,,,,,,
805,张成义,男,汉族,01/06/1945,山东省,菏泽市,郓城县,本科,01/10/1975,退休,,,,,,,,,,,,,,,,,
806,杨焕宁,男,汉族,01/03/1957,山东省,潍坊市,安丘市,博士,01/12/1977,在职,,,,,,,,,,,,,,,,,
807,衣俊卿,男,汉族,01/01/1958,辽宁省,丹东市,东港市,博士,01/02/1978,降/辞/撤职,,否,生活作风问题,,否,17/01/2013,,否,,,,,,,,,
808,龙新南,男,汉族,01/07/1955,江西省,吉安市,永新县,硕士,01/08/1978,在职,,,,,,,,,,,,,,,,,
809,刘海生（吉）,男,汉族,01/10/1949,吉林省,四平市,怀德县,专科,01/10/1969,退休,,,,,,,,,,,,,,,,,
810,刘东辉,男,汉族,01/12/1948,黑龙江省,绥化市,兰西县,博士,01/01/1970,退休,,,,,,,,,,,,,,,,,
811,周同战,男,汉族,01/08/1945,河北省,衡水市,安平县,专科,01/03/1971,退休,,,,,,,,,,,,,,,,,
812,杨光洪,男,汉族,01/10/1943,湖北省,武汉市,汉阳区,本科,01/01/1966,退休,,,,,,,,,,,,,,,,,
813,田凤山,男,汉族,01/10/1940,山东省,烟台市,蓬莱市,专科,01/03/1970,立案查处,,是,贪污腐败,,否,01/10/2003,中纪委,是,受贿罪,人民币436万元,13/12/2005,北京市,,无期徒刑,否,,
814,钱运录,男,汉族,01/10/1944,湖北省,孝感市,大悟县,本科,01/06/1965,退休,,,,,,,,,,,,,,,,,
815,宋法棠,男,汉族,01/12/1940,山东省,临沂市,郯城县,本科,01/03/1961,退休,,,,,,,,,,,,,,,,,
816,徐有芳,男,汉族,01/12/1939,安徽省,宣城市,广德县,本科,01/04/1973,退休,,,,,,,,,,,,,,,,,
817,赵敏,女,汉族,01/04/1956,黑龙江省,哈尔滨市,,博士,01/11/1984,在职,,,,,,,,,,,,,,,,,
818,夏杰,女,回族,01/11/1960,山东省,德州市,禹城县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
819,徐泽洲,男,汉族,01/11/1958,江苏省,泰州市,泰兴县,本科,01/10/1976,在职,,,,,,,,,,,,,,,,,
820,黄建盛,男,汉族,01/09/1957,江西省,抚州市,东乡县,硕士,01/09/1976,在职,,,,,,,,,,,,,,,,,
821,陈润儿,男,汉族,01/10/1957,湖南省,株洲市,茶陵县,硕士,01/12/1975,在职,,,,,,,,,,,,,,,,,
822,陆昊,男,汉族,01/06/1967,上海市,,,硕士,01/05/1985,在职,,,,,,,,,,,,,,,,,
823,王宪魁,男,汉族,01/07/1952,河北省,沧州市,沧县,硕士,01/05/1974,在职,,,,,,,,,,,,,,,,,
824,吉炳轩,男,汉族,01/11/1951,河南省,洛阳市,孟津县,本科,01/04/1980,在职,,,,,,,,,,,,,,,,,
825,崔波,男,汉族,01/07/1957,山东省,济宁市,邹市,硕士,01/08/1975,在职,,,,,,,,,,,,,,,,,
826,王正伟,男,回族,01/06/1957,宁夏回族自治区,吴忠市,同心县,博士,01/10/1981,在职,,,,,,,,,,,,,,,,,
827,马力,男,回族,01/12/1957,黑龙江省,齐齐哈尔市,,本科,01/12/1975,在职,,,,,,,,,,,,,,,,,
